AMZN_Open,AMZN_High,AMZN_Low,AMZN_Close,AMZN_Volume,DPZ_Open,DPZ_High,DPZ_Low,DPZ_Close,DPZ_Volume,NFLX_Open,NFLX_High,NFLX_Low,NFLX_Close,NFLX_Volume,TSLA_Open,TSLA_High,TSLA_Low,TSLA_Close,TSLA_Volume,GOOGL_Open,GOOGL_High,GOOGL_Low,GOOGL_Close,GOOGL_Volume,AAPL_Open,AAPL_High,AAPL_Low,AAPL_Close,AAPL_Volume,MSFT_Open,MSFT_High,MSFT_Low,MSFT_Close,MSFT_Volume,AMZN_MA_50,AMZN_MA_200,AMZN_Daily_Return,AMZN_Volatility,DPZ_MA_50,DPZ_MA_200,DPZ_Daily_Return,DPZ_Volatility,NFLX_MA_50,NFLX_MA_200,NFLX_Daily_Return,NFLX_Volatility,TSLA_MA_50,TSLA_MA_200,TSLA_Daily_Return,TSLA_Volatility,GOOGL_MA_50,GOOGL_MA_200,GOOGL_Daily_Return,GOOGL_Volatility,AAPL_MA_50,AAPL_MA_200,AAPL_Daily_Return,AAPL_Volatility,MSFT_MA_50,MSFT_MA_200,MSFT_Daily_Return,MSFT_Volatility,Date
0.0016231494124032408,0.0011731154656155693,0.0017406609675279239,0.0020587863968526063,0.10909092876332596,0.0,0.000830608845440714,0.0,0.0015136811372217368,0.06546578973201139,0.0005029911579650884,0.0,0.0,0.0,0.09609630597293353,0.0002702163050288418,0.00028376690726529454,0.00038064250997641054,0.0003419396485384923,0.01247301590450027,0.002048290514907347,0.002937914783863932,0.0029519517958330327,0.0028368016232150767,0.2036700103062757,0.02018500391236834,0.018768787670584444,0.01907366009602425,0.01921760752619825,0.3737316951509431,0.0013894764036333912,0.0017871321449416389,0.0015990846204284384,0.0021179921051335954,0.1895632999535778,0.0014094775093056455,0.0,0.5146858428670114,0.44023012859473715,0.0,0.0,0.2976227711895851,0.07916880299393882,0.0,0.0,0.5184154952363498,0.9871433734031043,2.625407289598772e-07,0.0,0.4266429321121941,0.04966168296092334,0.0,0.0,0.41918761473520955,0.22649088766353667,0.004808290155715614,4.4514195506842325e-05,0.4669848590057174,0.442771764443718,0.0,0.0,0.46275079204786906,0.09881595945878593,2013-01-02
0.0018936728691348811,0.0018039197811078878,0.0024614919543170036,0.002324067260723796,0.0865813559193663,0.0026448342468913533,0.0016092965929829506,0.0012148538732298236,0.0,0.027790320997349564,0.0,0.000324792484710271,0.00013184999585381246,0.0007085481318482977,0.14066340938446195,0.000295549256640517,0.00028376690726529454,0.0003864997085045018,0.0002595957767214038,0.004988545189475458,0.0028129207117877225,0.0036065987178136444,0.0035372706310128066,0.0028952602888610707,0.1839847746079821,0.0194520774649318,0.018115252491864825,0.018995774748506777,0.018365129975739747,0.22935895961770644,0.0020841820077332138,0.0016412232292141588,0.0016174424956157674,0.0014424066355066753,0.17047673917368522,0.0014094775093056455,0.0,0.5146858428670114,0.44023012859473715,0.0,0.0,0.2976227711895851,0.07916880299393882,0.0,0.0,0.5184154952363498,0.9871433734031043,2.625407289598772e-07,0.0,0.4266429321121941,0.04966168296092334,0.0,0.0,0.41918761473520955,0.22649088766353667,0.004808290155715614,4.4514195506842325e-05,0.4669848590057174,0.442771764443718,0.0,0.0,0.46275079204786906,0.09881595945878593,2013-01-03
0.001964145985696185,0.0015588594542779236,0.0025263942849521326,0.0024759850023006735,0.048638378583662704,0.0010440335794791172,0.0006229703341118775,0.0016022435673126445,0.0012179261335410335,0.031687444782566014,0.00070946499581598,0.00029246737574222144,0.000761277098584116,0.0006141789440756197,0.08731972057016803,0.0002420693080293244,0.00019466193929754995,0.0002649849599581861,0.0002079550374408639,0.0038645522375724394,0.0034249207336212867,0.004900591836502682,0.004514246738963237,0.004885765062276545,0.22327583447553095,0.018105901262937707,0.016761579369573995,0.017120365508066726,0.01650762382010376,0.39725366486514463,0.0014260364233284542,0.0010759326817614545,0.0008271137914931254,0.0005112442199577613,0.18799572252801908,0.0014094775093056455,0.0,0.5077489200950739,0.44023012859473715,0.0,0.0,0.38651597114447556,0.07916880299393882,0.0,0.0,0.4458885857057624,0.9871433734031043,2.625407289598772e-07,0.0,0.4399383407786031,0.04966168296092334,0.0,0.0,0.4879508459859047,0.22649088766353667,0.004808290155715614,4.4514195506842325e-05,0.40567586752509416,0.442771764443718,0.0,0.0,0.4443825283489763,0.09881595945878593,2013-01-04
0.0031894667852587627,0.003812057222562261,0.003921703766417393,0.004586918521902482,0.1800257295540391,0.0014442351971850897,0.0009171462148543225,0.002077625108540246,0.0015310923610123012,0.010660645921272208,0.0006861789246984627,0.0009143462833006502,0.0008523175041326523,0.0011123294871805446,0.2333472410665585,0.0002420693080293244,0.00019466193929754995,0.0002620576696238195,0.0001995810928345906,2.9752754609197254e-05,0.004272820580056874,0.00461710325628284,0.004921314754603209,0.004437549979414215,0.12552906573250233,0.016258769624875893,0.015617574848454108,0.015806223412519096,0.016126280959382608,0.3206149312157189,0.0005119040948488376,0.00023707163203642856,0.0006616784990863891,0.000419939702284898,0.12412088003183233,0.0014094775093056455,0.0,0.6260325751538806,0.44023012859473715,0.0,0.0,0.3565982769681813,0.07916880299393882,0.0,0.0,0.4974322780820847,0.9871433734031043,2.625407289598772e-07,0.0,0.45951106129852054,0.04966168296092334,0.0,0.0,0.40146224661823815,0.22649088766353667,0.004808290155715614,4.4514195506842325e-05,0.49411176183557737,0.442771764443718,0.0,0.0,0.5025576871355804,0.09881595945878593,2013-01-07
0.0041215261090626,0.0036418787242262288,0.004130305453860304,0.004115302330988065,0.09782532251206141,0.002157654962938599,0.0015228102080584727,0.0025706218633572836,0.00177467454513007,0.04600962010405419,0.0012481609791912193,0.0007973595385230986,0.0009590526162901441,0.0007967310385292303,0.1238606255957642,0.0001998480575545374,0.0001535363431943871,0.00014640011960559592,0.0001074662047683278,0.01394743018846717,0.004285306477410253,0.004199350150699388,0.004058055638687844,0.004235726872799411,0.1273290603907058,0.01714843101938518,0.015935180219346312,0.01655419086420422,0.016299755620011,0.3029125893483365,0.0004753473245555917,7.296175344877892e-05,0.0003308445798101897,0.0001643283456528935,0.15559138537038264,0.0014094775093056455,0.0,0.47105685464481706,0.44023012859473715,0.0,0.0,0.3543137287309355,0.07916880299393882,0.0,0.0,0.42746447952300703,0.9871433734031043,2.625407289598772e-07,0.0,0.42106785987921197,0.04966168296092334,0.0,0.0,0.41003090774243656,0.22649088766353667,0.004808290155715614,4.4514195506842325e-05,0.5286215691772155,0.442771764443718,0.0,0.0,0.49090146524705863,0.09881595945878593,2013-01-08
0.004371587950273863,0.0037598710540279953,0.004554462807772698,0.004108499592218408,0.06557790331184155,0.0026100394275886257,0.0012805181900954893,0.0019719580284488086,0.0013918786354487067,0.029429665259644647,0.0007995064053505398,0.0003294105042195173,0.0006058829471156258,0.0006033503702447401,0.10025653987508264,0.00013088607779864272,0.00011103950168316317,0.00018885760982102155,0.00010188490605059827,0.00426125563236174,0.0038315231664762667,0.004477399730006576,0.0046433818342398875,0.004906647725661031,0.15808779263824124,0.01632048651093214,0.015091584282058798,0.0159039091419797,0.015289815860057732,0.2673657259506474,0.00042048192440363036,0.0,0.0005146294483453148,0.00043819028260647097,0.17359987399694937,0.0014094775093056455,0.0,0.49815095886815125,0.44023012859473715,0.0,0.0,0.3341478984577509,0.07916880299393882,0.0,0.0,0.437419453489692,0.9871433734031043,2.625407289598772e-07,0.0,0.4607359608084411,0.04966168296092334,0.0,0.0,0.4406712671291925,0.22649088766353667,0.004808290155715614,4.4514195506842325e-05,0.45488336072772223,0.442771764443718,0.0,0.0,0.5285265939399033,0.09881595945878593,2013-01-09
0.004455702143848751,0.0035874203929385645,0.0038359439195410905,0.003879494235530856,0.0914502790974964,0.0026796843283510285,0.001159428153118286,0.0017607185612585896,0.0006089896894368729,0.044782566015509964,0.0007141224173123576,0.0006326542864133391,0.0007863919822804349,0.0009266832194129316,0.13123207452583213,0.00011118323023068168,8.362292787016373e-05,0.00018592822519916848,8.653109368643528e-05,0.007972085304453326,0.0052969552165667705,0.005379397076411413,0.00533118765947628,0.005374338370546558,0.14141137154017985,0.017067008066246808,0.015546502325926151,0.01584582623912771,0.01607835179821912,0.401992337740416,0.00029252057142006155,0.0004194363845490892,1.838353248077157e-05,0.0,0.26637542277339343,0.0014094775093056455,0.0,0.4850945631905641,0.44023012859473715,0.0,0.0,0.3211605903667539,0.07916880299393882,0.0,0.0,0.4822300047962538,0.9871433734031043,2.625407289598772e-07,0.0,0.4561540054724551,0.04966168296092334,0.0,0.0,0.43342571713420086,0.22649088766353667,0.004808290155715614,4.4514195506842325e-05,0.5676814434188502,0.442771764443718,0.0,0.0,0.47797406076208376,0.09881595945878593,2013-01-10
0.003673681659174345,0.003517078562022373,0.004255463813822927,0.004469014474173874,0.07197025845326213,0.0013050424652480824,0.00031148764829089237,0.0011444608600526263,0.00095694793858489,0.01367429076273682,0.0009640644860984017,0.0009405150605197206,0.001147410052610055,0.0014356633691168675,0.15085248799538417,0.0001351079008559174,9.047621337580393e-05,0.0,0.0,0.018562413014516038,0.00518178275966924,0.0050307999157010175,0.00572421928722662,0.005166940157780617,0.09283798627836609,0.01613539079398911,0.01512957898358537,0.01627848017789825,0.015683442403731054,0.2276489083293841,0.0,0.0003282559090075701,0.0,0.0006755596615944104,0.20039293056568735,0.0014094775093056455,0.0,0.5333219662983184,0.44023012859473715,0.0,0.0,0.3578126615631352,0.07916880299393882,0.0,0.0,0.4974617441190158,0.9871433734031043,2.625407289598772e-07,0.0,0.4226713131047037,0.04966168296092334,0.0,0.0,0.4099014623245093,0.22649088766353667,0.004808290155715614,4.4514195506842325e-05,0.4931060438333611,0.442771764443718,0.0,0.0,0.5573079786660989,0.09881595945878593,2013-01-11
0.004332941122739818,0.004839953356696763,0.005050467629669715,0.005555091396092782,0.15254336317081588,0.0017922377129573203,0.0010901836342211146,0.002200866911937993,0.0010091283646239263,0.016952979287326985,0.0014003003056464475,0.0013376544623481673,0.0015492387610955716,0.0017698258248840647,0.1173352012434985,0.0,0.0,0.00010833644453701365,4.884809339199617e-05,0.0080150615055555,0.004487913814361921,0.004999609467486094,0.00376607767169998,0.0028368016232150767,0.23213463171492443,0.013874904270415524,0.012944579878324036,0.013742916814962619,0.013401544468918385,0.4945493506375165,0.0007495736781749085,0.0006017886701399078,0.0008822418390307327,0.0007851061569113388,0.1706010842894091,0.0014094775093056455,0.0,0.5619884705612779,0.44023012859473715,0.0,0.0,0.348152397929454,0.07916880299393882,0.0,0.0,0.4816270393044517,0.9871433734031043,2.625407289598772e-07,0.0,0.48674309413591005,0.04966168296092334,0.0,0.0,0.3360016714137307,0.22649088766353667,0.004808290155715614,4.4514195506842325e-05,0.3742906771594158,0.442771764443718,0.0,0.0,0.5167390156131462,0.09881595945878593,2013-01-14
0.00494219342127105,0.004492784199693553,0.005458400506132964,0.005366898147332266,0.06823092545245821,0.0012702415903019099,0.0003287965994902692,0.0018311300951587839,0.0008177646389256887,0.02734858152547364,0.0017154452390174112,0.0013161047322350315,0.0016261509967143064,0.0014975447698606491,0.08367813651788895,4.2223263742816736e-06,0.00011926452285264053,0.00014200787517436655,0.0001381718329669752,0.01957070080960551,0.002035797943842038,0.00402300951224123,0.0023273063365887997,0.0030706576055166412,0.32599905903829857,0.01333448758708975,0.011901149378013433,0.011872480277542112,0.01145426580430859,0.593716744027289,0.0006215972597976988,0.0009847410549526162,0.0010109016618521857,0.0013693742048491372,0.17026991179786455,0.0014094775093056455,0.0,0.48775131324811155,0.44023012859473715,0.0,0.0,0.3402436488839969,0.07916880299393882,0.0,0.0,0.432056486346489,0.9871433734031043,2.625407289598772e-07,0.0,0.5056781956381763,0.04966168296092334,0.0,0.0,0.42543389515946073,0.22649088766353667,0.004808290155715614,4.4514195506842325e-05,0.3908059562979399,0.442771764443718,0.0,0.0,0.5501141977948268,0.09881595945878593,2013-01-15
